Platform,Account,Handle_or_URL,Followers,Posts_Total,Avg_Likes_Last5,Avg_Comments_Last5,Recent_Posts_JSON,Extra,Collected_At
TikTok,rotasizseyyah,rotasizseyyah,4448,,,,,likes_total=49900,2025-09-22T11:03:49
TikTok,natgeo,natgeo,9200000,,,,,likes_total=42700000,2025-09-22T11:03:57
TikTok,dmaxtr,dmaxtr,190500,,,,,likes_total=1500000,2025-09-22T11:04:03
TikTok,animalplanet,animalplanet,1700000,,,,,likes_total=28000000,2025-09-22T11:04:11
TikTok,natgeowild,natgeowild,1,,,,,likes_total=0,2025-09-22T11:04:17
TikTok,bbcearth,bbcearth,533100,,,,,likes_total=9300000,2025-09-22T11:04:21
TikTok,discovery,discovery,7000000,,,,,likes_total=91200000,2025-09-22T11:04:25
TikTok,tac_turkiye,tac_turkiye,,,,,,,2025-09-22T11:04:59
Facebook,BBC Archive,https://mbasic.facebook.com/BBCArchive/,3300000,,,,,,2025-09-22T11:05:10
Facebook,BBC Türkçe,https://mbasic.facebook.com/bbcnewsturkceservisi/,1600000,,,,,,2025-09-22T11:05:19
Facebook,32.Gün Arşivi,https://mbasic.facebook.com/32gunarsivi/,261000,,,,,,2025-09-22T11:05:29
Facebook,Tarih Arşivi,https://mbasic.facebook.com/tariharsivi/,118000,,,,,,2025-09-22T11:05:37
Facebook,Derin Tarih,https://mbasic.facebook.com/DerinTarih/,869000,,,,,,2025-09-22T11:05:44
Facebook,Atlas Tarih,https://mbasic.facebook.com/atlastarihdergi/,7600,,,,,,2025-09-22T11:05:52
Facebook,Nostalji Kahvesi,https://mbasic.facebook.com/pages/Nostalji-Kahvesi/36954382601,,,,,,,2025-09-22T11:06:00
