Platform,Account,Handle_or_URL,Followers,Posts_Total,Avg_Likes_Last5,Avg_Comments_Last5,Recent_Posts_JSON,Extra,Collected_At
Facebook,Derin Tarih,https://mbasic.facebook.com/DerinTarih/,869000.0,,,,,,2025-09-19 10:38:54
Facebook,Atlas Tarih,https://mbasic.facebook.com/atlastarihdergi/,7600.0,,,,,,2025-09-19 10:39:01
Facebook,Nostalji Kahvesi,https://mbasic.facebook.com/pages/Nostalji-Kahvesi/36954382601,,,,,,,2025-09-19 10:39:08
Instagram,BBC Türkçe,bbcturkce,1357861.0,6866.0,4055.0,259.0,"[{""shortcode"": ""DOxXZQ7DRvE"", ""likes"": 8258, ""comments"": 193}, {""shortcode"": ""DOv43JjDYDT"", ""likes"": 2084, ""comments"": 563}, {""shortcode"": ""DOvb1ZLDz-w"", ""likes"": 1537, ""comments"": 71}, {""shortcode"": ""DOuynq5iDJS"", ""likes"": 2241, ""comments"": 201}, {""shortcode"": ""DOtRB7VD2xg"", ""likes"": 6157, ""comments"": 267}]",,2025-09-19 10:48:58
Instagram,BBC_archive,bbc_archive,594826.0,3059.0,6654.0,173.0,"[{""shortcode"": ""DOxlKCYiLAI"", ""likes"": 1550, ""comments"": 15}, {""shortcode"": ""DOvAbdoiQuD"", ""likes"": 749, ""comments"": 14}, {""shortcode"": ""DOtnJK7AW2G"", ""likes"": 3361, ""comments"": 86}, {""shortcode"": ""DOsbpwPDgkz"", ""likes"": 2545, ""comments"": 47}, {""shortcode"": ""DOqth0Wka22"", ""likes"": 25066, ""comments"": 704}]",,2025-09-19 10:49:01
Instagram,DiasporaTürk,diasporaturk,113122.0,1981.0,2415.0,52.0,"[{""shortcode"": ""C3GKbYYoOih"", ""likes"": 1335, ""comments"": 31}, {""shortcode"": ""CpumJRVok_c"", ""likes"": 1907, ""comments"": 31}, {""shortcode"": ""CjaUW5jIuBn"", ""likes"": 3421, ""comments"": 77}, {""shortcode"": ""DOlE1ogDYUl"", ""likes"": 2583, ""comments"": 56}, {""shortcode"": ""DOiiWOmDe3_"", ""likes"": 2830, ""comments"": 65}]",,2025-09-19 10:49:03
Instagram,Tarih Dergi,tarihdergi,87186.0,5997.0,200.0,16.0,"[{""shortcode"": ""DHuwGz_CSrd"", ""likes"": 365, ""comments"": 55}, {""shortcode"": ""DHthr76CuXx"", ""likes"": 149, ""comments"": 2}, {""shortcode"": ""DHso9Uaihu1"", ""likes"": 183, ""comments"": 2}, {""shortcode"": ""DHqGdR_iDGh"", ""likes"": 230, ""comments"": 3}, {""shortcode"": ""DHnqBMpiDVe"", ""likes"": 73, ""comments"": null}]",,2025-09-19 10:49:06
Instagram,Derin Tarih,derintarih,572417.0,4754.0,926.0,8.0,"[{""shortcode"": ""DOD24CPjdZk"", ""likes"": 321, ""comments"": 3}, {""shortcode"": ""DOwONOCDSNN"", ""likes"": 415, ""comments"": 4}, {""shortcode"": ""DOvtN39DW_K"", ""likes"": 384, ""comments"": 3}, {""shortcode"": ""DOvV2ZQjUYG"", ""likes"": 1302, ""comments"": 14}, {""shortcode"": ""DOt5zSTjd7a"", ""likes"": 2209, ""comments"": 14}]",,2025-09-19 10:49:08
Instagram,Atlas Tarih Dergisi,atlastarihdergisi,15422.0,304.0,60.0,2.0,"[{""shortcode"": ""DOREtlEjCkq"", ""likes"": 108, ""comments"": 4}, {""shortcode"": ""DOq7flsCGi-"", ""likes"": 32, ""comments"": null}, {""shortcode"": ""DOlx0Fhjt1n"", ""likes"": 72, ""comments"": null}, {""shortcode"": ""DOgoT4cARg2"", ""likes"": 32, ""comments"": null}, {""shortcode"": ""DObm_xujsUK"", ""likes"": 58, ""comments"": 1}]",,2025-09-19 10:49:11
Instagram,Arsivden.sahne,arsivden.sahne,8376.0,74.0,74.0,3.0,"[{""shortcode"": ""CYjnFg5pbrK"", ""likes"": 31, ""comments"": null}, {""shortcode"": ""CYOeT2UJ3sK"", ""likes"": 52, ""comments"": 1}, {""shortcode"": ""CX9mHm2JGtN"", ""likes"": 63, ""comments"": null}, {""shortcode"": ""CXlhQX5IxBL"", ""likes"": 136, ""comments"": null}, {""shortcode"": ""CXbJGoNIPwS"", ""likes"": 88, ""comments"": 5}]",,2025-09-19 10:49:13
Instagram,32 Gün Arşivi,32gunarsivi,164628.0,2312.0,2590.0,24.0,"[{""shortcode"": ""C2Mfqsxs-JY"", ""likes"": 8950, ""comments"": 67}, {""shortcode"": ""C2M2s0nBjoZ"", ""likes"": 1805, ""comments"": 17}, {""shortcode"": ""C0oGGEEC5v6"", ""likes"": 1747, ""comments"": 24}, {""shortcode"": ""DOtgL-6Ab-X"", ""likes"": 300, ""comments"": 5}, {""shortcode"": ""DOslHbNEw6K"", ""likes"": 147, ""comments"": 6}]",,2025-09-19 10:49:15
Instagram,Pathe Films,pathefilms,135459.0,4128.0,1237.0,11.0,"[{""shortcode"": ""DOtc1L-CCFj"", ""likes"": 150, ""comments"": null}, {""shortcode"": ""DOtCrgPjIda"", ""likes"": 4494, ""comments"": 28}, {""shortcode"": ""DOsiYLlCSc3"", ""likes"": 300, ""comments"": 4}, {""shortcode"": ""DOdFyzfAe0l"", ""likes"": 218, ""comments"": 5}, {""shortcode"": ""DOVYA2GjBvt"", ""likes"": 1025, ""comments"": 6}]",,2025-09-19 10:49:18
Instagram,Arsiv.unutmaz,arsiv.unutmaz,606.0,35.0,42.0,2.0,"[{""shortcode"": ""BY5eamdl0qJ"", ""likes"": 50, ""comments"": 2}, {""shortcode"": ""BYQQhfPl5fZ"", ""likes"": 28, ""comments"": null}, {""shortcode"": ""BYL4tSoFeeb"", ""likes"": 54, ""comments"": 4}, {""shortcode"": ""BYL4kw4lCSj"", ""likes"": 45, ""comments"": 1}, {""shortcode"": ""BYJVIfwFX1z"", ""likes"": 32, ""comments"": null}]",,2025-09-19 10:49:20
TikTok,rotasizseyyah,rotasizseyyah,4448.0,,,,,likes_total=49900,2025-09-19 10:49:25
TikTok,natgeo,natgeo,9200000.0,,,,,likes_total=42500000,2025-09-19 10:49:28
TikTok,dmaxtr,dmaxtr,190000.0,,,,,likes_total=1500000,2025-09-19 10:49:32
TikTok,animalplanet,animalplanet,1700000.0,,,,,likes_total=28000000,2025-09-19 10:49:35
TikTok,natgeowild,natgeowild,1.0,,,,,likes_total=0,2025-09-19 10:49:39
TikTok,bbcearth,bbcearth,531700.0,,,,,likes_total=9200000,2025-09-19 10:49:42
TikTok,discovery,discovery,7000000.0,,,,,likes_total=91100000,2025-09-19 10:49:46
TikTok,tac_turkiye,tac_turkiye,,,,,,,2025-09-19 10:50:19
Facebook,BBC Archive,https://mbasic.facebook.com/BBCArchive/,3200000.0,,,,,,2025-09-19 10:50:28
Facebook,BBC Türkçe,https://mbasic.facebook.com/bbcnewsturkceservisi/,1600000.0,,,,,,2025-09-19 10:50:36
Facebook,32.Gün Arşivi,https://mbasic.facebook.com/32gunarsivi/,260000.0,,,,,,2025-09-19 10:50:44
Facebook,Tarih Arşivi,https://mbasic.facebook.com/tariharsivi/,118000.0,,,,,,2025-09-19 10:50:52
Facebook,Derin Tarih,https://mbasic.facebook.com/DerinTarih/,869000.0,,,,,,2025-09-19 10:51:00
Facebook,Atlas Tarih,https://mbasic.facebook.com/atlastarihdergi/,7600.0,,,,,,2025-09-19 10:51:07
Facebook,Nostalji Kahvesi,https://mbasic.facebook.com/pages/Nostalji-Kahvesi/36954382601,,,,,,,2025-09-19 10:51:13
Instagram,BBC Türkçe,bbcturkce,1358713.0,6875.0,3192.0,100.0,"[{""shortcode"": ""DO3RJZrj59t"", ""likes"": 5090, ""comments"": 74}, {""shortcode"": ""DO2ntn2iAVO"", ""likes"": 2016, ""comments"": 25}, {""shortcode"": ""DO1A7m3DEJc"", ""likes"": 3270, ""comments"": 81}, {""shortcode"": ""DOz8N7OE_cx"", ""likes"": 3067, ""comments"": 171}, {""shortcode"": ""DOymcuWkecz"", ""likes"": 2519, ""comments"": 151}]",,2025-09-22 11:03:03
Instagram,BBC_archive,bbc_archive,596377.0,3063.0,3962.0,62.0,"[{""shortcode"": ""DO5TftQDJSO"", ""likes"": 1085, ""comments"": 21}, {""shortcode"": ""DO2uxrmgQ-H"", ""likes"": 902, ""comments"": 21}, {""shortcode"": ""DO0J54VDGKh"", ""likes"": 4786, ""comments"": 105}, {""shortcode"": ""DOyHUZNkpVy"", ""likes"": 921, ""comments"": 14}, {""shortcode"": ""DOxlKCYiLAI"", ""likes"": 12114, ""comments"": 149}]",,2025-09-22 11:03:06
Instagram,DiasporaTürk,diasporaturk,113223.0,1982.0,2374.0,47.0,"[{""shortcode"": ""C3GKbYYoOih"", ""likes"": 1335, ""comments"": 31}, {""shortcode"": ""CpumJRVok_c"", ""likes"": 1909, ""comments"": 31}, {""shortcode"": ""CjaUW5jIuBn"", ""likes"": 3422, ""comments"": 77}, {""shortcode"": ""DO0nDIyjaGI"", ""likes"": 2564, ""comments"": 41}, {""shortcode"": ""DOlE1ogDYUl"", ""likes"": 2638, ""comments"": 56}]",,2025-09-22 11:03:08
Instagram,Tarih Dergi,tarihdergi,87105.0,5997.0,200.0,16.0,"[{""shortcode"": ""DHuwGz_CSrd"", ""likes"": 365, ""comments"": 55}, {""shortcode"": ""DHthr76CuXx"", ""likes"": 149, ""comments"": 2}, {""shortcode"": ""DHso9Uaihu1"", ""likes"": 184, ""comments"": 2}, {""shortcode"": ""DHqGdR_iDGh"", ""likes"": 230, ""comments"": 3}, {""shortcode"": ""DHnqBMpiDVe"", ""likes"": 73, ""comments"": null}]",,2025-09-22 11:03:11
Instagram,Derin Tarih,derintarih,572866.0,4760.0,1739.0,11.0,"[{""shortcode"": ""DOD24CPjdZk"", ""likes"": 331, ""comments"": 3}, {""shortcode"": ""DO3OzMqDTdZ"", ""likes"": 1128, ""comments"": 3}, {""shortcode"": ""DO1E4wPDQ6S"", ""likes"": 607, ""comments"": 1}, {""shortcode"": ""DO0oYHnDTdK"", ""likes"": 3117, ""comments"": 41}, {""shortcode"": ""DOzBA2ADfdo"", ""likes"": 3513, ""comments"": 6}]",,2025-09-22 11:03:14
Instagram,Atlas Tarih Dergisi,atlastarihdergisi,15472.0,306.0,60.0,5.0,"[{""shortcode"": ""DOREtlEjCkq"", ""likes"": 114, ""comments"": 5}, {""shortcode"": ""DO3zbCcgcxC"", ""likes"": 38, ""comments"": null}, {""shortcode"": ""DOypySQDe4G"", ""likes"": 39, ""comments"": null}, {""shortcode"": ""DOq7flsCGi-"", ""likes"": 34, ""comments"": null}, {""shortcode"": ""DOlx0Fhjt1n"", ""likes"": 75, ""comments"": null}]",,2025-09-22 11:03:18
Instagram,Arsivden.sahne,arsivden.sahne,8376.0,74.0,74.0,3.0,"[{""shortcode"": ""CYjnFg5pbrK"", ""likes"": 31, ""comments"": null}, {""shortcode"": ""CYOeT2UJ3sK"", ""likes"": 52, ""comments"": 1}, {""shortcode"": ""CX9mHm2JGtN"", ""likes"": 63, ""comments"": null}, {""shortcode"": ""CXlhQX5IxBL"", ""likes"": 136, ""comments"": null}, {""shortcode"": ""CXbJGoNIPwS"", ""likes"": 88, ""comments"": 5}]",,2025-09-22 11:03:20
Instagram,32 Gün Arşivi,32gunarsivi,164593.0,2312.0,2600.0,24.0,"[{""shortcode"": ""C2Mfqsxs-JY"", ""likes"": 8953, ""comments"": 67}, {""shortcode"": ""C2M2s0nBjoZ"", ""likes"": 1805, ""comments"": 17}, {""shortcode"": ""C0oGGEEC5v6"", ""likes"": 1748, ""comments"": 24}, {""shortcode"": ""DOtgL-6Ab-X"", ""likes"": 330, ""comments"": 5}, {""shortcode"": ""DOslHbNEw6K"", ""likes"": 164, ""comments"": 5}]",,2025-09-22 11:03:27
Instagram,Pathe Films,pathefilms,135465.0,4130.0,1238.0,10.0,"[{""shortcode"": ""DO5aTw8iHbJ"", ""likes"": 8, ""comments"": 1}, {""shortcode"": ""DOyVSNvCIpo"", ""likes"": 830, ""comments"": 5}, {""shortcode"": ""DOtc1L-CCFj"", ""likes"": 161, ""comments"": null}, {""shortcode"": ""DOtCrgPjIda"", ""likes"": 4839, ""comments"": 31}, {""shortcode"": ""DOsiYLlCSc3"", ""likes"": 351, ""comments"": 4}]",,2025-09-22 11:03:30
Instagram,Arsiv.unutmaz,arsiv.unutmaz,606.0,35.0,42.0,2.0,"[{""shortcode"": ""BY5eamdl0qJ"", ""likes"": 50, ""comments"": 2}, {""shortcode"": ""BYQQhfPl5fZ"", ""likes"": 28, ""comments"": null}, {""shortcode"": ""BYL4tSoFeeb"", ""likes"": 54, ""comments"": 4}, {""shortcode"": ""BYL4kw4lCSj"", ""likes"": 45, ""comments"": 1}, {""shortcode"": ""BYJVIfwFX1z"", ""likes"": 32, ""comments"": null}]",,2025-09-22 11:03:35
TikTok,rotasizseyyah,rotasizseyyah,4448.0,,,,,likes_total=49900,2025-09-22 11:03:49
TikTok,natgeo,natgeo,9200000.0,,,,,likes_total=42700000,2025-09-22 11:03:57
TikTok,dmaxtr,dmaxtr,190500.0,,,,,likes_total=1500000,2025-09-22 11:04:03
TikTok,animalplanet,animalplanet,1700000.0,,,,,likes_total=28000000,2025-09-22 11:04:11
TikTok,natgeowild,natgeowild,1.0,,,,,likes_total=0,2025-09-22 11:04:17
TikTok,bbcearth,bbcearth,533100.0,,,,,likes_total=9300000,2025-09-22 11:04:21
TikTok,discovery,discovery,7000000.0,,,,,likes_total=91200000,2025-09-22 11:04:25
TikTok,tac_turkiye,tac_turkiye,,,,,,,2025-09-22 11:04:59
Facebook,BBC Archive,https://mbasic.facebook.com/BBCArchive/,3300000.0,,,,,,2025-09-22 11:05:10
Facebook,BBC Türkçe,https://mbasic.facebook.com/bbcnewsturkceservisi/,1600000.0,,,,,,2025-09-22 11:05:19
Facebook,32.Gün Arşivi,https://mbasic.facebook.com/32gunarsivi/,261000.0,,,,,,2025-09-22 11:05:29
Facebook,Tarih Arşivi,https://mbasic.facebook.com/tariharsivi/,118000.0,,,,,,2025-09-22 11:05:37
Facebook,Derin Tarih,https://mbasic.facebook.com/DerinTarih/,869000.0,,,,,,2025-09-22 11:05:44
Facebook,Atlas Tarih,https://mbasic.facebook.com/atlastarihdergi/,7600.0,,,,,,2025-09-22 11:05:52
Facebook,Nostalji Kahvesi,https://mbasic.facebook.com/pages/Nostalji-Kahvesi/36954382601,,,,,,,2025-09-22 11:06:00
